Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Playoffs,Playoffs_S
Houston Rockets,82.0,242.4,39.9,84.1,0.475,4.0,11.7,0.343,35.9,72.4,0.496,18.2,24.6,0.738,13.1,29.7,42.8,25.1,8.0,7.0,16.8,21.6,102.0,1992,False,False
Philadelphia 76ers,82.0,240.9,38.9,82.5,0.471,2.8,8.3,0.334,36.1,74.2,0.487,21.4,27.6,0.775,12.9,28.2,41.1,21.4,8.4,5.9,15.1,19.3,101.9,1992,False,False
New York Knicks,82.0,242.1,40.4,84.7,0.477,2.5,7.5,0.325,37.9,77.2,0.492,18.3,25.0,0.734,14.5,30.4,44.8,26.0,7.7,4.7,15.1,23.2,101.6,1992,True,False
Orlando Magic,82.0,240.3,39.3,86.6,0.453,2.4,7.4,0.324,36.9,79.2,0.466,20.6,27.7,0.746,14.3,28.4,42.7,21.9,7.8,4.5,16.9,24.1,101.6,1992,False,False
Minnesota Timberwolves,82.0,241.5,41.0,89.5,0.458,1.5,4.8,0.32,39.5,84.7,0.466,16.8,22.6,0.743,14.2,26.4,40.7,24.7,7.5,6.4,14.1,22.8,100.5,1992,False,False
Los Angeles Lakers,82.0,241.8,38.8,85.1,0.456,1.5,5.4,0.267,37.4,79.7,0.469,21.3,27.8,0.766,14.1,26.8,40.9,22.0,9.2,4.9,13.3,18.8,100.4,1992,True,False
Denver Nuggets,82.0,241.2,39.8,90.0,0.442,1.5,5.1,0.301,38.2,84.9,0.45,18.6,25.2,0.738,16.5,28.7,45.1,18.9,9.4,5.6,17.6,24.2,99.7,1992,False,False
Detroit Pistons,82.0,241.2,38.9,83.7,0.465,2.0,6.4,0.314,36.9,77.3,0.477,19.1,25.7,0.743,14.8,29.5,44.3,23.2,6.7,4.4,14.8,20.1,98.9,1992,True,False
Dallas Mavericks,82.0,240.9,38.0,86.6,0.439,3.3,9.7,0.336,34.8,76.9,0.452,18.3,24.4,0.75,14.6,29.7,44.3,19.9,6.5,4.3,14.7,22.8,97.6,1992,False,False
League Average,82.0,241.8,41.3,87.3,0.472,2.5,7.6,0.331,38.7,79.7,0.486,20.2,26.7,0.759,14.4,29.3,43.7,24.5,8.6,5.5,15.6,22.2,105.3,1992,False,False
Phoenix Suns,8.0,246.3,43.1,88.8,0.486,3.6,9.8,0.372,39.5,79.0,0.5,28.6,34.8,0.824,12.9,28.1,41.0,27.4,7.5,5.0,14.4,25.6,118.5,1992,,True
Golden State Warriors,4.0,240.0,42.5,88.0,0.483,4.3,11.8,0.362,38.3,76.3,0.502,27.8,38.5,0.721,13.8,22.5,36.3,23.3,10.3,4.8,12.3,27.3,117.0,1992,,True
Portland Trail Blazers,21.0,246.0,40.4,83.8,0.482,3.7,10.5,0.353,36.7,73.3,0.5,25.5,33.9,0.751,13.9,28.7,42.6,25.8,8.8,4.6,15.5,26.3,110.0,1992,,True
Indiana Pacers,3.0,248.3,37.0,80.7,0.459,6.7,15.0,0.444,30.3,65.7,0.462,27.0,34.3,0.786,9.3,25.7,35.0,23.3,8.7,4.0,13.3,27.7,107.7,1992,,True
Boston Celtics,10.0,245.0,44.2,88.6,0.499,0.6,3.1,0.194,43.6,85.5,0.51,18.1,23.6,0.767,14.2,28.0,42.2,24.9,7.3,5.3,11.7,22.0,107.1,1992,,True
Seattle Supersonics,9.0,240.0,39.4,81.2,0.486,3.2,11.0,0.293,36.2,70.2,0.516,23.4,29.7,0.79,14.4,26.0,40.4,20.4,6.6,6.2,16.1,26.4,105.6,1992,,True
Cleveland Cavaliers,17.0,241.5,38.5,79.8,0.483,3.0,8.7,0.345,35.5,71.1,0.5,23.5,28.4,0.828,11.9,29.2,41.1,26.4,7.4,6.1,14.2,20.4,103.6,1992,,True
San Antonio Spurs,3.0,240.0,41.0,84.3,0.486,3.3,8.0,0.417,37.7,76.3,0.493,18.0,27.0,0.667,14.0,24.0,38.0,17.7,7.7,8.7,15.7,24.0,103.3,1992,,True
Utah Jazz,16.0,241.6,37.0,77.1,0.48,1.8,6.1,0.296,35.2,71.0,0.496,27.1,33.5,0.808,12.6,26.8,39.3,22.9,7.4,4.8,14.2,22.1,102.9,1992,,True
New Jersey Nets,4.0,240.0,42.0,95.3,0.441,3.0,10.3,0.293,39.0,85.0,0.459,14.8,20.8,0.711,16.0,24.8,40.8,25.8,10.8,7.8,13.3,28.3,101.8,1992,,True
Chicago Bulls,22.0,241.1,38.7,79.5,0.487,2.5,6.6,0.372,36.3,73.0,0.497,20.5,27.8,0.735,13.0,26.9,39.9,24.1,7.8,5.5,13.5,23.6,100.4,1992,,True
Miami Heat,3.0,240.0,36.0,79.7,0.452,5.7,12.7,0.447,30.3,67.0,0.453,21.7,29.7,0.73,11.0,22.0,33.0,20.0,7.0,3.0,14.7,22.7,99.3,1992,,True
Los Angeles Clippers,5.0,240.0,39.0,81.2,0.48,1.4,5.4,0.259,37.6,75.8,0.496,18.8,26.6,0.707,13.4,27.2,40.6,22.2,6.0,5.6,13.0,25.8,98.2,1992,,True
Los Angeles Lakers,4.0,246.3,33.5,77.8,0.431,2.3,5.0,0.45,31.3,72.8,0.43,25.3,32.5,0.777,11.0,22.8,33.8,20.0,9.0,3.8,15.5,25.5,94.5,1992,,True
New York Knicks,12.0,242.1,34.1,78.3,0.435,2.3,8.8,0.255,31.8,69.5,0.458,19.8,26.7,0.744,15.5,27.8,43.3,22.8,6.3,4.2,13.8,25.0,90.3,1992,,True
Detroit Pistons,5.0,245.0,31.6,75.4,0.419,2.4,7.8,0.308,29.2,67.6,0.432,19.2,25.2,0.762,10.8,26.0,36.8,21.6,5.8,4.6,15.2,23.4,84.8,1992,,True
League Average,9.0,242.7,38.8,81.7,0.475,2.8,8.3,0.337,36.0,73.4,0.49,22.9,29.7,0.769,13.2,27.1,40.3,23.9,7.7,5.2,14.2,24.2,103.3,1992,,True
Phoenix Suns,82.0,240.6,42.6,86.5,0.493,4.9,13.4,0.363,37.8,73.1,0.516,23.3,31.0,0.753,13.9,30.6,44.5,25.5,9.2,5.5,16.6,21.2,113.4,1993,True,False
Charlotte Hornets,82.0,240.9,42.8,87.9,0.487,2.1,6.5,0.326,40.7,81.4,0.5,22.3,29.0,0.771,13.4,30.6,43.9,26.4,7.8,5.8,16.2,21.8,110.1,1993,True,False
Golden State Warriors,82.0,242.7,42.4,88.0,0.482,3.6,10.4,0.35,38.7,77.6,0.499,21.6,30.1,0.717,14.9,29.1,43.9,24.5,8.5,4.7,17.7,25.1,109.9,1993,False,False
Portland Trail Blazers,82.0,242.7,41.0,89.5,0.458,3.4,10.3,0.326,37.6,79.3,0.475,23.2,31.1,0.745,15.0,30.6,45.5,24.0,9.4,5.2,14.8,23.1,108.5,1993,True,False
Seattle SuperSonics,82.0,241.2,42.4,87.1,0.486,2.7,7.4,0.357,39.7,79.6,0.498,21.0,27.5,0.761,14.9,27.5,42.4,23.2,11.5,5.0,15.5,24.0,108.3,1993,True,False
Sacramento Kings,82.0,241.2,41.0,88.6,0.463,3.2,9.6,0.332,37.8,79.0,0.478,22.7,29.8,0.762,13.9,27.8,41.7,25.3,9.4,4.2,16.6,25.4,107.9,1993,False,False
Indiana Pacers,82.0,240.9,41.1,85.6,0.48,3.1,9.6,0.326,38.0,76.0,0.5,22.4,29.3,0.766,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8,1993,True,False
Cleveland Cavaliers,82.0,241.8,41.8,84.0,0.497,3.5,9.0,0.381,38.3,74.9,0.511,20.7,25.8,0.802,11.3,30.4,41.8,28.6,7.5,6.5,13.7,19.3,107.7,1993,True,False
Atlanta Hawks,82.0,241.8,41.4,88.7,0.466,4.7,13.1,0.355,36.7,75.6,0.486,20.1,27.1,0.742,15.7,28.6,44.3,25.4,9.8,3.4,16.3,22.0,107.5,1993,True,False
Los Angeles Clippers,82.0,241.5,43.2,89.4,0.484,1.6,6.0,0.271,41.6,83.4,0.499,19.0,26.5,0.718,14.4,28.8,43.2,27.3,10.3,6.0,16.3,23.4,107.1,1993,True,False
Utah Jazz,82.0,240.9,40.7,83.3,0.489,1.6,5.0,0.314,39.1,78.2,0.5,23.3,30.4,0.766,12.7,30.0,42.7,26.5,9.1,4.2,15.5,24.0,106.2,1993,True,False
Orlando Magic,82.0,242.4,39.7,81.8,0.486,3.9,10.8,0.357,35.9,71.0,0.505,22.2,30.4,0.73,12.7,31.3,44.0,23.8,6.6,5.7,17.4,23.5,105.5,1993,False,False
San Antonio Spurs,82.0,242.1,40.4,82.5,0.49,2.9,8.4,0.341,37.5,74.0,0.507,21.9,28.6,0.765,11.2,31.0,42.2,24.5,7.1,6.3,15.0,22.5,105.5,1993,True,False
Chicago Bulls,82.0,241.8,42.4,87.9,0.482,3.0,8.2,0.365,39.4,79.7,0.494,17.5,23.8,0.733,15.7,27.8,43.6,26.0,9.5,5.0,13.5,22.0,105.2,1993,True,False
Denver Nuggets,82.0,241.8,40.9,88.8,0.46,1.7,5.5,0.304,39.2,83.3,0.471,21.8,28.8,0.756,15.4,31.3,46.7,21.2,7.9,6.9,17.2,24.9,105.2,1993,False,False
Philadelphia 76ers,82.0,243.0,39.3,86.3,0.456,4.0,11.5,0.351,35.3,74.8,0.472,21.7,27.5,0.786,12.6,29.6,42.2,24.9,8.2,6.9,16.6,19.6,104.3,1993,False,False
Los Angeles Lakers,82.0,241.8,40.4,85.3,0.473,2.3,7.6,0.299,38.1,77.7,0.49,21.2,28.1,0.756,13.5,27.9,41.4,24.5,9.5,5.3,15.4,21.7,104.2,1993,True,False
Houston Rockets,82.0,241.2,40.0,82.2,0.486,4.7,13.1,0.361,35.3,69.2,0.51,19.3,25.5,0.758,12.0,30.9,42.9,25.8,8.3,6.6,15.8,20.7,104.0,1993,True,False
Boston Celtics,82.0,241.2,42.1,86.5,0.487,1.3,4.7,0.287,40.8,81.8,0.498,18.1,23.3,0.777,13.1,29.7,42.8,24.4,7.9,5.6,14.3,22.7,103.7,1993,True,False
Miami Heat,82.0,244.0,38.1,83.5,0.456,4.1,11.5,0.354,34.1,72.1,0.473,23.3,30.2,0.771,13.8,29.1,42.9,20.6,7.4,4.3,15.7,24.5,103.6,1993,False,False
New Jersey Nets,82.0,241.2,39.9,86.4,0.462,1.9,6.0,0.318,38.0,80.4,0.473,21.1,27.5,0.767,15.7,30.6,46.3,22.8,8.5,6.4,16.5,23.1,102.8,1993,True,False
Milwaukee Bucks,82.0,240.6,39.9,84.4,0.472,3.8,11.4,0.333,36.0,73.0,0.494,18.8,25.4,0.742,12.8,25.8,38.6,25.4,10.5,4.8,16.6,24.1,102.3,1993,False,False
Washington Bullets,82.0,241.5,40.3,86.2,0.467,2.1,7.0,0.301,38.1,79.1,0.482,19.2,25.7,0.748,12.6,28.3,40.8,25.7,8.2,4.4,16.1,21.9,101.9,1993,False,False
New York Knicks,82.0,243.0,39.1,84.1,0.465,2.4,7.4,0.32,36.8,76.8,0.479,20.9,28.2,0.741,14.0,32.4,46.5,25.9,8.3,4.5,15.8,25.7,101.6,1993,True,False
Detroit Pistons,82.0,241.2,39.8,87.9,0.453,3.6,11.1,0.322,36.3,76.9,0.472,17.4,23.9,0.729,15.8,28.2,44.0,23.7,7.1,3.0,14.0,21.3,100.6,1993,False,False
Dallas Mavericks,82.0,240.6,38.6,88.7,0.435,3.5,10.2,0.338,35.1,78.5,0.448,18.7,26.5,0.705,15.0,27.6,42.7,20.5,7.9,4.3,17.8,28.1,99.3,1993,False,False
Minnesota Timberwolves,82.0,242.1,37.1,79.6,0.466,2.0,6.9,0.292,35.1,72.7,0.483,21.9,27.4,0.798,11.5,26.9,38.3,24.4,7.9,5.5,17.3,24.7,98.1,1993,False,False
League Average,82.0,241.7,40.7,86.0,0.473,3.0,9.0,0.336,37.7,77.0,0.489,20.9,27.7,0.754,13.8,29.3,43.1,24.7,8.6,5.2,15.9,23.2,105.3,1993,False,False
Phoenix Suns,24.0,244.2,38.8,82.1,0.472,4.2,11.5,0.361,34.6,70.6,0.49,23.1,30.7,0.753,12.4,29.0,41.4,23.5,7.6,8.0,13.7,22.6,104.8,1993,,True
Indiana Pacers,4.0,246.3,37.0,75.0,0.493,4.0,10.3,0.39,33.0,64.8,0.51,24.8,31.5,0.786,9.5,26.5,36.0,24.0,6.0,4.0,15.5,25.3,102.8,1993,,True
Charlotte Hornets,9.0,253.9,40.3,86.6,0.466,1.4,5.3,0.271,38.9,81.2,0.479,20.3,28.3,0.718,14.3,27.2,41.6,24.0,10.1,4.9,16.2,22.4,102.4,1993,,True
Chicago Bulls,19.0,243.9,39.8,82.3,0.484,4.2,9.6,0.434,35.6,72.7,0.49,18.6,25.6,0.727,13.2,26.8,40.0,24.3,8.6,4.4,12.5,23.3,102.4,1993,,True
San Antonio Spurs,10.0,242.5,39.3,83.9,0.468,2.3,7.9,0.291,37.0,76.0,0.487,19.8,26.4,0.75,12.8,31.5,44.3,25.3,6.3,6.3,14.0,26.6,100.7,1993,,True
Boston Celtics,4.0,252.5,42.3,89.8,0.471,1.8,7.0,0.25,40.5,82.8,0.489,14.3,17.3,0.826,14.5,27.0,41.5,21.8,4.5,6.3,14.8,21.8,100.5,1993,,True
Seattle Supersonics,19.0,241.3,38.6,84.6,0.456,3.5,10.4,0.34,35.1,74.3,0.473,19.4,25.2,0.772,16.1,25.9,41.9,22.4,9.1,5.8,13.8,23.6,100.2,1993,,True
New York Knicks,15.0,246.7,38.1,79.6,0.478,3.2,9.3,0.345,34.9,70.3,0.496,19.7,28.0,0.702,14.8,29.3,44.1,24.9,8.0,4.3,17.8,26.1,99.0,1993,,True
Houston Rockets,12.0,242.1,37.4,78.4,0.477,5.3,14.3,0.374,32.1,64.2,0.5,17.6,22.8,0.773,11.3,30.2,41.5,24.8,8.4,7.2,17.7,19.8,97.8,1993,,True
Portland Trail Blazers,4.0,246.3,36.5,89.8,0.407,2.8,9.0,0.306,33.8,80.8,0.418,21.5,29.8,0.723,17.8,28.8,46.5,19.3,6.8,5.8,13.0,25.3,97.3,1993,,True
Los Angeles Lakers,5.0,245.0,39.2,89.6,0.438,4.0,12.0,0.333,35.2,77.6,0.454,14.6,23.2,0.629,15.6,29.0,44.6,23.8,9.0,6.2,13.2,22.6,97.0,1993,,True
Cleveland Cavaliers,9.0,240.0,36.6,78.7,0.465,3.1,8.9,0.35,33.4,69.8,0.479,17.6,21.9,0.802,11.9,26.8,38.7,23.9,8.2,5.4,15.6,19.1,93.8,1993,,True
New Jersey Nets,5.0,240.0,37.8,79.6,0.475,3.0,8.2,0.366,34.8,71.4,0.487,15.0,18.8,0.798,11.0,28.0,39.0,21.8,8.4,6.4,17.0,20.8,93.6,1993,,True
Atlanta Hawks,3.0,240.0,35.7,83.3,0.428,3.3,12.0,0.278,32.3,71.3,0.453,18.7,26.3,0.709,15.3,23.3,38.7,16.3,8.0,3.7,15.3,23.3,93.3,1993,,True
Los Angeles Clippers,5.0,240.0,37.4,88.2,0.424,2.4,5.6,0.429,35.0,82.6,0.424,15.0,23.2,0.647,14.6,28.2,42.8,23.6,11.0,4.2,13.6,23.0,92.2,1993,,True
Utah Jazz,5.0,240.0,34.0,77.4,0.439,2.0,6.4,0.313,32.0,71.0,0.451,17.2,23.6,0.729,14.0,27.0,41.0,20.8,6.0,4.8,14.0,21.6,87.2,1993,,True
League Average,10.0,243.9,38.4,82.5,0.465,3.4,9.7,0.355,35.0,72.8,0.48,19.3,26.0,0.742,13.6,28.0,41.6,23.4,8.1,5.8,14.7,23.0,99.5,1993,,True
Phoenix Suns,82.0,240.3,41.8,86.3,0.484,4.2,12.7,0.33,37.6,73.6,0.511,20.4,28.1,0.728,14.9,29.9,44.8,27.6,9.1,5.6,15.9,20.0,108.2,1994,True,False
Golden State Warriors,82.0,241.2,42.8,87.1,0.492,3.5,10.5,0.339,39.3,76.7,0.512,18.6,28.1,0.664,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8,107.9,1994,True,False
Portland Trail Blazers,82.0,240.9,41.1,90.6,0.454,3.3,9.4,0.353,37.8,81.2,0.466,21.7,29.2,0.743,15.9,30.0,45.9,25.2,9.1,5.0,14.8,22.3,107.3,1994,True,False
Charlotte Hornets,82.0,241.8,41.2,86.6,0.476,4.1,11.2,0.367,37.1,75.4,0.493,19.9,26.0,0.764,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,106.5,1994,False,False
Seattle SuperSonics,82.0,240.6,40.7,84.2,0.484,3.0,8.8,0.335,37.8,75.4,0.501,21.6,29.0,0.745,14.0,27.2,41.2,25.8,12.8,4.5,15.4,23.3,105.9,1994,True,False
Orlando Magic,82.0,240.6,40.7,83.9,0.485,4.8,13.9,0.347,35.9,70.1,0.513,19.4,28.6,0.678,14.4,28.7,43.1,25.2,8.3,5.6,16.2,20.9,105.7,1994,True,False
Miami Heat,82.0,241.5,39.0,84.1,0.464,4.1,12.2,0.338,34.9,71.9,0.485,21.3,27.1,0.785,15.1,29.4,44.4,22.6,7.8,4.6,16.0,24.7,103.4,1994,True,False
New Jersey Nets,82.0,241.8,38.6,86.8,0.445,2.7,8.3,0.327,35.9,78.4,0.458,23.2,30.4,0.762,15.9,31.2,47.0,23.2,8.5,7.0,14.6,20.6,103.2,1994,True,False
Los Angeles Clippers,82.0,241.2,40.8,87.4,0.467,3.1,10.1,0.303,37.7,77.2,0.488,18.4,26.0,0.709,13.7,29.4,43.0,26.5,9.8,5.1,18.0,21.6,103.0,1994,False,False
Utah Jazz,82.0,241.8,39.1,82.1,0.477,2.2,6.8,0.32,36.9,75.2,0.491,21.5,29.0,0.74,12.9,29.1,42.0,26.6,9.2,4.4,14.5,24.2,101.9,1994,True,False
Atlanta Hawks,82.0,240.9,39.6,85.8,0.461,3.3,10.1,0.323,36.3,75.7,0.48,19.0,25.2,0.752,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4,1994,True,False
Cleveland Cavaliers,82.0,242.1,38.2,82.1,0.465,3.6,9.9,0.362,34.6,72.2,0.48,21.2,27.5,0.77,13.3,28.7,42.0,25.0,8.6,5.2,13.9,20.7,101.2,1994,True,False
Sacramento Kings,82.0,240.9,38.8,85.7,0.452,3.1,8.9,0.353,35.6,76.8,0.464,20.4,28.0,0.731,13.7,28.6,42.3,24.7,8.2,4.3,16.3,24.1,101.1,1994,False,False
Houston Rockets,82.0,241.2,39.0,82.1,0.475,5.2,15.7,0.334,33.8,66.4,0.508,17.9,24.1,0.743,11.3,31.9,43.2,25.5,8.7,5.9,16.3,20.1,101.1,1994,True,False
Indiana Pacers,82.0,240.9,38.6,79.5,0.486,2.2,6.1,0.368,36.4,73.4,0.496,21.5,29.1,0.738,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101.0,1994,True,False
Boston Celtics,82.0,242.7,40.6,86.1,0.472,1.7,5.8,0.289,39.0,80.2,0.486,17.8,24.4,0.73,12.6,29.0,41.7,23.5,8.2,5.4,15.1,22.5,100.8,1994,False,False
Los Angeles Lakers,82.0,240.9,40.1,89.2,0.45,2.9,9.8,0.3,37.2,79.4,0.468,17.2,24.0,0.717,15.4,26.9,42.2,24.2,9.2,5.6,14.6,22.9,100.4,1994,False,False
Washington Bullets,82.0,240.3,39.0,83.2,0.468,2.7,9.1,0.297,36.3,74.2,0.489,19.7,26.4,0.748,13.1,26.7,39.8,22.2,8.5,3.9,17.1,20.9,100.4,1994,False,False
Denver Nuggets,82.0,240.9,38.5,82.7,0.465,2.1,7.3,0.285,36.4,75.4,0.483,21.2,29.5,0.718,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5,100.3,1994,True,False
San Antonio Spurs,82.0,241.2,38.8,81.6,0.475,3.0,8.7,0.349,35.7,72.9,0.49,19.5,26.2,0.742,14.5,31.7,46.2,23.1,6.8,5.5,14.6,20.3,100.0,1994,True,False
New York Knicks,82.0,240.9,37.8,82.1,0.46,3.9,11.1,0.348,33.9,71.1,0.477,19.1,25.6,0.746,14.3,31.0,45.3,25.2,9.2,4.7,16.6,24.4,98.5,1994,True,False
Philadelphia 76ers,82.0,241.5,37.8,83.2,0.455,3.9,11.5,0.338,34.0,71.7,0.474,18.4,25.8,0.714,12.3,29.2,41.5,22.3,8.1,6.4,16.7,18.1,98.0,1994,False,False
Chicago Bulls,82.0,241.2,39.6,83.1,0.476,2.8,8.0,0.354,36.7,75.1,0.489,16.0,22.7,0.705,13.9,29.2,43.1,25.6,9.0,4.3,15.9,21.3,98.0,1994,True,False
Milwaukee Bucks,82.0,240.3,37.1,83.0,0.447,4.0,12.4,0.325,33.1,70.6,0.469,18.7,26.6,0.702,13.7,26.3,40.0,23.7,9.8,5.0,16.4,22.2,96.9,1994,False,False
Detroit Pistons,82.0,240.6,38.6,85.6,0.452,4.4,12.7,0.344,34.3,72.9,0.47,15.3,20.9,0.731,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,96.9,1994,False,False
Minnesota Timberwolves,82.0,240.6,36.4,79.7,0.457,2.2,6.8,0.329,34.2,72.9,0.469,21.7,28.1,0.772,12.1,28.6,40.6,24.0,7.3,5.4,18.0,24.6,96.7,1994,False,False
Dallas Mavericks,82.0,240.6,37.3,86.2,0.432,2.9,9.4,0.312,34.3,76.8,0.447,17.7,23.7,0.747,15.5,26.2,41.7,19.9,9.4,3.6,17.0,24.5,95.1,1994,False,False
League Average,82.0,241.1,39.3,84.4,0.466,3.3,9.9,0.333,36.0,74.5,0.483,19.6,26.6,0.734,13.9,29.1,43.0,24.4,8.9,5.2,16.0,22.2,101.5,1994,False,False
Golden State Warriors,3.0,240.0,47.0,90.7,0.518,5.0,14.7,0.341,42.0,76.0,0.553,17.0,24.3,0.699,13.7,24.7,38.3,31.3,6.0,8.0,14.7,26.7,116.0,1994,,True
Phoenix Suns,10.0,242.5,39.9,88.5,0.451,6.1,17.2,0.355,33.8,71.3,0.474,20.5,27.8,0.737,14.4,30.3,44.7,23.5,8.0,4.2,12.0,19.4,106.4,1994,,True
Portland Trail Blazers,4.0,240.0,41.0,92.0,0.446,3.0,10.5,0.286,38.0,81.5,0.466,18.8,24.0,0.781,16.3,28.8,45.0,23.5,8.8,4.5,11.5,20.5,103.8,1994,,True
Houston Rockets,23.0,241.1,36.4,79.0,0.461,6.5,17.8,0.363,30.0,61.1,0.49,17.8,23.2,0.767,10.1,31.3,41.4,24.8,7.3,6.2,14.4,21.6,97.1,1994,,True
Seattle Supersonics,5.0,250.0,33.0,78.8,0.419,3.4,10.0,0.34,29.6,68.8,0.43,25.6,37.0,0.692,13.8,29.0,42.8,19.0,8.8,5.2,12.6,27.0,95.0,1994,,True
Cleveland Cavaliers,3.0,248.3,33.7,77.7,0.433,5.3,12.7,0.421,28.3,65.0,0.436,22.0,30.3,0.725,15.3,22.3,37.7,20.3,7.3,1.0,14.3,22.3,94.7,1994,,True
Denver Nuggets,12.0,250.4,33.0,76.8,0.43,4.0,11.5,0.348,29.0,65.3,0.444,24.3,34.1,0.714,13.7,31.0,44.7,18.9,6.2,9.9,16.7,25.5,94.3,1994,,True
Utah Jazz,16.0,244.7,34.9,80.1,0.436,2.3,7.8,0.296,32.6,72.3,0.451,22.1,28.7,0.769,13.6,28.6,42.2,23.1,7.8,4.5,11.6,25.1,94.3,1994,,True
Chicago Bulls,10.0,242.5,35.1,75.6,0.464,3.5,10.2,0.343,31.6,65.4,0.483,19.9,26.0,0.765,12.4,26.9,39.3,21.8,8.1,4.7,14.2,23.7,93.6,1994,,True
Orlando Magic,3.0,240.0,32.3,76.3,0.424,6.7,18.3,0.364,25.7,58.0,0.443,20.3,30.3,0.67,16.0,24.0,40.0,19.7,6.3,7.7,19.0,22.3,91.7,1994,,True
Atlanta Hawks,11.0,240.0,34.9,80.1,0.436,2.8,8.9,0.316,32.1,71.2,0.451,17.7,24.0,0.739,14.0,26.5,40.5,23.9,8.2,5.3,13.9,24.9,90.4,1994,,True
Indiana Pacers,16.0,240.0,33.3,74.7,0.445,3.7,9.7,0.381,29.6,65.0,0.455,20.1,27.8,0.724,13.4,27.1,40.5,21.7,9.2,4.2,17.8,24.8,90.3,1994,,True
Miami Heat,5.0,240.0,32.6,78.8,0.414,3.4,12.8,0.266,29.2,66.0,0.442,21.2,29.4,0.721,15.4,28.2,43.6,14.4,7.2,4.0,16.4,23.2,89.8,1994,,True
New York Knicks,25.0,241.0,32.4,75.8,0.428,4.4,13.3,0.331,28.0,62.5,0.449,19.5,26.6,0.731,14.1,27.4,41.6,20.3,8.1,5.4,16.5,25.5,88.8,1994,,True
San Antonio Spurs,4.0,240.0,33.5,83.8,0.4,3.0,9.8,0.308,30.5,74.0,0.412,18.0,25.0,0.72,16.5,27.0,43.5,18.3,7.0,6.0,12.0,23.3,88.0,1994,,True
New Jersey Nets,4.0,246.3,26.8,75.0,0.357,3.3,12.5,0.26,23.5,62.5,0.376,29.8,37.5,0.793,14.0,29.3,43.3,15.8,7.3,7.8,17.3,26.3,86.5,1994,,True
League Average,10.0,242.6,34.7,78.9,0.439,4.2,12.4,0.341,30.5,66.5,0.458,20.4,27.6,0.739,13.4,28.4,41.8,21.7,7.8,5.5,14.8,23.9,94.0,1994,,True
Orlando Magic,82.0,243.0,42.2,84.1,0.502,6.4,17.2,0.37,35.8,66.9,0.535,20.1,30.1,0.669,14.0,30.0,44.0,27.8,8.2,6.0,15.8,21.0,110.9,1995,True,False
Phoenix Suns,82.0,241.8,40.9,85.0,0.482,7.1,19.3,0.369,33.8,65.6,0.515,21.7,28.7,0.756,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4,110.6,1995,True,False
Seattle SuperSonics,82.0,241.8,40.4,82.2,0.491,6.0,15.9,0.376,34.4,66.3,0.519,23.7,31.3,0.758,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4,1995,True,False
San Antonio Spurs,82.0,242.1,39.5,81.5,0.484,5.3,14.1,0.375,34.2,67.4,0.507,22.4,30.3,0.738,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6,1995,True,False
Utah Jazz,82.0,241.2,39.5,77.3,0.512,3.7,9.8,0.376,35.9,67.5,0.531,23.6,30.3,0.781,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4,1995,True,False
Golden State Warriors,82.0,242.7,39.2,83.8,0.468,6.7,19.5,0.341,32.6,64.3,0.507,20.6,29.2,0.704,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7,1995,False,False
Los Angeles Lakers,82.0,242.7,40.0,86.4,0.463,6.4,18.2,0.352,33.6,68.2,0.493,18.6,25.3,0.735,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6,105.1,1995,True,False
Houston Rockets,82.0,240.6,38.5,80.2,0.48,7.9,21.4,0.368,30.6,58.8,0.521,18.6,24.9,0.749,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5,1995,True,False
Dallas Mavericks,82.0,243.0,39.4,89.5,0.44,4.7,14.6,0.322,34.6,74.9,0.463,19.8,27.0,0.734,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2,1995,False,False
Portland Trail Blazers,82.0,240.3,39.2,87.0,0.451,5.6,15.4,0.365,33.6,71.6,0.469,19.0,27.2,0.697,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1,1995,True,False
Boston Celtics,82.0,241.5,38.8,83.5,0.464,4.4,12.0,0.368,34.4,71.5,0.48,20.8,27.7,0.753,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8,1995,True,False
